aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,Class,Ph,Turbidity
0.05,14.81,0.02,3.84,0.005,7.97,0.25,0.65,0.73,0.53,0.53,0.132,4.13,1.14,0.007,33.97,2.2,0.05,0.05,0.05,0,,4.904366576
0.09,16.6,0.03,2.36,0.001,3.2,0.42,1.67,1.21,0.65,0.65,0.042,10.34,1.51,0.005,45.87,0.25,0.06,0.12,0.05,0,5.161878763,4.320100541
0,10.25,0.03,1.5,0.005,3.11,0.52,1.89,1.18,0.75,0.75,0.092,7.08,1.66,0.002,45.37,3.4,0.07,0.29,0.07,0,6.98440553,3.406210458
0.34,2.07,0.04,2.46,0.007,1.33,0.32,0.94,0.26,0.28,0.009,0.023,10.78,1.37,0.003,22.9,4.23,0.06,0.03,0.04,0,6.791992649,2.91405748
0.27,19.07,0.001,1.99,0.006,4.43,0.84,0.85,1.01,0.19,0.008,0.045,2.09,1.22,0.005,50.87,4.14,0.01,0.02,0.01,1,8.30922771,3.756396831
0.08,19.17,0.05,0.76,0.006,6.6,0.7,0.29,0.5,0.7,0.7,0.136,18.77,1.99,0.001,35.36,3.09,0.02,0.38,0.02,0,5.057736411,3.163935937
0.04,9.2,0.01,1.74,0.009,0.63,0.3,1.7,0.29,0.78,0.78,0.185,12.75,1.66,0.006,33.24,2.58,0.03,0.4,0.04,0,6.908272154,5.405567223
0.35,5.19,0.02,2.66,0.008,5.07,0.33,0.72,0.42,0.75,0.75,0.07,12.32,1.26,0.005,21.38,3.49,0,0.38,0.03,0,7.243409879,4.466935915
0.13,16.35,0.03,2.9,0.008,5.14,0.29,1.5,0.25,0.02,0,0.083,6.22,1.91,0.009,50.04,1.39,0.02,0.11,0,0,6.164480227,4.834023096
0.01,2.01,0.001,1.6,0.002,0.4,0.24,1.52,0.76,0.57,0.57,0.155,7.89,1.91,0.002,58.58,3.04,0.1,0.2,0.08,0,9.16099754,3.542527793
0.29,5.43,0.04,2.34,0.002,4.13,0.7,1.51,0.89,0.55,0.55,0.164,8.49,1.49,0.001,37.15,0.25,0.08,0.01,0.09,0,5.277875568,3.632607032
0.06,22.29,0.05,1.87,0.001,2.52,0.46,0.24,0.66,0.09,0.008,0.17,16.17,1.51,0.006,14.55,0.68,0.02,0.09,0.02,1,3.975752658,3.666823799
0.15,29.72,0.02,1.4,0.008,3.71,0.47,1.16,1.06,0.82,0.82,0.12,6.63,1.57,0.001,4.28,7.9,0.04,0.5,0.04,0,5.685216463,4.066156997
0.03,25.2,0.04,1.01,0.008,2.78,0.04,0.87,0.16,0.41,0.003,0.043,6.83,1.42,0.008,46.06,5.99,0.02,0.4,0.05,0,6.93365391,2.010728686
0.1,19.73,0.03,1.11,0.008,1.87,0.16,0.02,0.04,0.76,0.76,0.198,10.69,1.33,0.006,15.3,4.8,0.06,0.41,0.02,0,7.464485186,3.880576017
0.05,23.18,0.04,3.65,0.001,4.43,0.63,1.94,1.27,0.08,0.008,0.194,13.32,1.93,0.005,23.84,4.8,0.08,0.22,0.07,0,6.071838864,2.691610395
0.06,23.58,0.001,0.57,0.003,4.3,0.82,1.57,0.43,0.04,0.003,0.089,14.77,1.97,0.005,0.91,5.11,0.03,0.2,0.03,0,7.136102613,2.574191772
0.12,23.37,0.05,1.65,0.006,7.09,0.47,1.95,1.38,0.46,0.003,0.191,18.27,1.03,0.009,29.38,2.4,0.05,0.35,0.02,0,,5.036017097
0.02,17.84,0.01,3.94,0.008,2.26,0.03,1.4,0.5,0.28,0.005,0.044,2.71,1.8,0.001,1.02,7.9,0.04,0.28,0.03,0,6.328553081,3.265854137
0.05,10.36,0.01,3.29,0.003,0.41,0.39,0.55,1.27,0.61,0.61,0.087,16.37,1.1,0.009,53.02,2.53,0.09,0.37,0.05,0,6.150595718,4.847520234
0.09,1.36,0.04,3.45,0.003,3.42,0.03,1.39,1.12,0.1,0.001,0.108,9.36,1.58,0.009,42.15,4.39,0.02,0.11,0.07,0,,4.067414044
0.18,26.04,0.03,1.94,0.005,0.01,0.34,0.37,1.29,0.62,0.62,0.122,12.41,1.05,0.007,49.82,2.73,0.04,0.03,0.08,0,5.508155526,4.571406411
0.01,21.58,0.04,2.9,0.006,5.65,0.08,0.35,1.43,0.71,0.71,0.061,17.79,1.04,0.004,6.89,2.9,0.05,0.46,0.03,0,4.761105185,4.581395078
0.01,1.36,0.01,3.2,0.001,5.72,0.45,1.45,0.52,0.18,0.003,0.088,0.86,1.51,0.007,49.49,6.59,0.01,0.34,0.01,0,10.49074403,2.887022939
0.07,13.59,0.03,3.16,0.002,0.89,0.2,1.06,0.53,0.96,0.96,0.158,11.57,1.64,0.002,35.76,3.42,0.03,0.15,0.03,0,6.676137319,4.336648485
0.1,19.49,0.04,1.36,0.002,1.57,0.45,0.5,0.74,0.5,0.5,0.074,18.64,1.41,0.008,8.41,3.22,0.05,0.32,0.04,0,7.973307535,2.826111941
0.05,27.47,0.01,1.8,0.003,2.74,0.8,0.27,0.93,0.5,0.5,0.07,15.93,1.44,0.002,11.49,4.16,0.06,0.11,0.02,0,7.352146038,5.864497891
0.1,9.79,0.001,1.6,0.008,0.79,0.34,0.01,0.01,0.5,0.5,0.148,10.33,1.95,0.007,47.93,1.23,0.06,0.01,0.02,1,6.990800831,4.332639872
0.07,17.13,0.01,2.63,0.003,7.8,0.4,1.24,0.92,0.42,0.006,0.172,6.13,1.06,0.004,37.72,5.9,0.08,0.21,0.01,0,5.468360932,4.933467949
0.06,11.66,0.04,0.86,0.005,3.49,0.8,1.54,0.32,0.33,0.006,0.041,18.58,1.36,0.009,57.74,7.25,0.06,0.28,0.08,0,7.835906989,3.183864093
0,11.02,0.01,3.64,0.003,3.83,0.14,1.04,1.39,0.07,0.006,0.176,3.45,1.15,0.008,53.68,6.42,0.03,0.43,0.05,0,2.538115773,2.840097214
0.02,5.66,0.001,0.87,0.006,3.81,0.15,0.33,1.33,0.59,0.59,0.136,11.06,1.92,0.008,50.93,4.39,0.01,0.39,0.01,0,8.423084472,3.958608984
0.14,4.08,0.04,0.57,0.006,1.69,0.27,0.6,0.07,0.79,0.79,0.164,0.65,1.14,0.01,53.23,3.44,0.06,0.44,0.04,0,7.617014109,3.800552599
0.05,16.05,0.01,0.29,0.006,5.07,0.19,1.64,0.61,1,1,0.038,11.26,1.49,0.006,45.26,4.33,0.02,0.28,0.08,0,7.617033494,4.299543396
0.08,14.96,0.01,0.17,0.002,6.21,0,0.81,0.24,0.15,0.005,0.005,16.78,1.58,0.002,18.68,1.67,0.04,0,0.03,1,5.429334842,3.08173592
0.21,27.52,0.01,3.15,0.003,1.07,0.13,1.69,0.98,0.28,0.004,0.181,5.92,1.79,0.008,17.62,2.65,0.07,0.4,0.01,0,,4.582157298
0.02,29.27,0.05,1.03,0.003,0.5,0.77,1.51,0.36,0.78,0.78,0.159,13.48,1.59,0.008,46.26,6.2,0.07,0.12,0.07,0,5.495975999,4.901038222
0.08,1.34,0.02,1.82,0.005,3.95,0.8,1.99,0.48,0.33,0.001,0.05,17.88,1.28,0,22.76,6.66,0.09,0.16,0,0,5.092757239,4.636728696
0.13,9.34,0.04,1.39,0.004,7.59,0.19,1.22,1.06,0.27,0.008,0.103,3.7,1.42,0.007,20.28,4.35,0.01,0.41,0.07,0,6.252810211,2.921797389
0.08,14.48,0.02,1.14,0.005,0.98,0.23,1.3,0.37,0.98,0.98,0.156,10.15,1.09,0.008,21.22,3.24,0.05,0.44,0,0,6.747415283,3.377450524
0.08,5.48,0.05,3.58,0.001,4.95,0.15,1.38,1.39,0.87,0.87,0.047,2.77,1.21,0.001,25.15,7.35,0.09,0.44,0.08,0,6.640862809,4.708268602
0.08,23.24,0.03,3.35,0.008,0.8,0.26,0.5,0.85,0.44,0.004,0.034,3.82,1.2,0.007,16.42,3.23,0.09,0.03,0.02,0,,5.437429061
0.31,26.12,0.03,3.57,0.002,5.29,0.3,0.78,0.09,0.83,0.83,0.138,10.49,1.47,0.009,48.81,4.63,0.09,0.18,0.05,0,7.300990131,4.59634734
0.05,20.65,0.02,2.69,0.001,2.45,0.19,0.17,0.59,0.07,0.008,0.159,18.25,1.51,0.008,17.53,6.49,0.01,0.31,0.09,0,5.498514693,3.074815428
0.26,18.41,0.05,2.36,0.004,1.36,0.68,1.45,1.4,0.28,0.003,0.102,8.47,1.48,0.002,19.33,1.31,0.01,0.18,0.04,0,5.652501287,4.856444192
0.17,16.77,0.03,1.81,0.003,0.05,0.03,0.04,1.16,0.51,0.51,0.044,5.17,1.47,0.006,51.61,3.72,0.04,0.14,0.08,0,6.164927293,4.169660978
0.01,12.46,0.05,2.01,0.008,6.5,0.8,1.8,1.46,0.31,0.004,0.113,9.8,1.13,0.006,14.24,3.95,0.09,0.44,0.07,0,7.851925692,5.204044178
0.07,23.41,0.02,1.63,0.003,6.75,0.43,1.83,1.03,0.48,0.009,0.137,10.15,1.68,0.002,19.6,1.08,0.06,0.27,0.02,0,7.22168944,3.160818481
0.05,19.29,0.03,0.56,0.002,4.68,0.35,1.37,0.65,0.09,0.006,0.034,10.99,1.63,0.008,44.04,6.75,0.06,0.42,0.02,0,6.578083891,4.890415759
0.25,28.08,0.02,3.93,0.004,5.1,0.38,0.52,0.22,0.69,0.69,0.064,12.59,1.37,0.004,47.56,6.63,0.03,0.14,0.07,0,7.859489939,4.498069166
0.02,14.44,0.02,1.72,0.009,3.61,0.59,1.45,0.28,0.52,0.52,0.197,8.05,1.45,0.006,15.98,4.47,0.06,0.02,0.08,0,6.073684981,5.249069811
0.14,4.63,0.04,1.31,0.006,4.23,0.49,0.75,0.44,0.68,0.68,0.157,15.47,1.05,0.002,53.72,7.42,0.04,0.3,0.04,0,,3.850134889
0.34,4,0.02,0.28,0.005,0.81,0.33,0.07,0.7,0.01,0,0.008,6.74,1.69,0.006,20.14,7.85,0.06,0.13,0.08,0,6.407963336,2.954092652
0.07,2.03,0.01,3.09,0.004,4.06,0.28,1.66,0.79,0.73,0.73,0.059,4.83,1.2,0.006,44.88,4.05,0.06,0.24,0.05,0,8.64664295,3.333242682
0.01,8.76,0.01,1.93,0.002,4.42,0.76,1.96,0.82,0.11,0.005,0.037,13.27,1.78,0,10.72,0.77,0,0.33,0.01,0,7.184697763,3.904063423
0.01,17.66,0.01,0.12,0.001,7.95,0.03,0.57,1.44,0.44,0.003,0.092,7.26,1.37,0.009,40.33,2.68,0.02,0.3,0.07,0,6.93208503,4.433285888
0.06,5.8,0.001,1.99,0.002,6.45,0.07,0.65,1.5,0.79,0.79,0.118,11.34,1.97,0.002,46.13,2.35,0.01,0.31,0.06,0,6.174750579,2.566048788
0.09,19.45,0.05,2.42,0.005,0.09,0.19,0.36,1.39,0.8,0.8,0.116,3.11,1.78,0.001,18.43,7.85,0.06,0.05,0.08,0,9.54025224,3.329503899
0.02,18.17,0.03,3.33,0.003,3.26,0.26,1.07,1.44,0.07,0.005,0.06,9.95,1.72,0.006,1.25,1.55,0.1,0.04,0.08,0,6.888842932,4.512332449
0.09,21.76,0.01,2.53,0.004,0.85,0.59,0.08,1.19,0.7,0.7,0.157,10.87,1.23,0,22.58,6.7,0.04,0.42,0.02,0,8.174186267,4.709402885
0.14,16.01,0.01,2.57,0.003,7.12,0.13,1.64,0.78,0.61,0.61,0.038,6.97,1.88,0.009,33.89,3.07,0.09,0.11,0.03,0,8.756926859,2.945671727
0.09,1.66,0.05,2.79,0.005,3.69,0.37,1.39,1.19,0.39,0.001,0.194,0.6,1.4,0.009,53.46,7.6,0.08,0.48,0.02,0,4.740056688,5.467935706
0.28,6.47,0.02,0.78,0.008,3.41,0.21,0.5,1.34,0.22,0.003,0.095,1.9,1.35,0.001,4.72,6.6,0.01,0.42,0.07,0,8.764495619,5.790838006
0.14,1.86,0.04,1.84,0.005,3.1,0.79,0.55,0.96,0.21,0.004,0.062,14.69,1.8,0.003,21.12,1.55,0.03,0.15,0.04,0,7.899451562,2.853767349
0.06,25.59,0.02,3.03,0.001,1.53,0.86,0.66,1,0.67,0.67,0.182,11.69,1.15,0.004,3.24,1.27,0.07,0.4,0,0,7.40265315,6.226580405
0.09,8.13,0.02,3.51,0.003,2.4,0.05,0.06,0.74,0.05,0.003,0.075,4.26,1.25,0.003,47.47,7.35,0.05,0.36,0,0,5.800034177,4.074407572
0.07,26.64,0.001,0.19,0.004,1.67,0.77,0.05,1.43,0.92,0.92,0.04,4.18,1.85,0.007,53.91,2.01,0.01,0.23,0.01,0,7.089184187,3.266028512
0.03,20.38,0.04,3.53,0.002,2.13,0.41,0.79,0.59,0.49,0.007,0.024,3.34,1.67,0.002,42,6.25,0.06,0.35,0.09,0,7.852206664,3.532437619
0.27,9.92,0.01,1.98,0.003,3.08,0.66,1.26,1.33,0.34,0.006,0.164,2.65,1.74,0,16,1.18,0.01,0.42,0.01,0,4.9456947,3.78251746
0.09,28.24,0.01,0.78,0.001,7.91,0.32,0.21,1.04,1,1,0.105,4.38,1.6,0.009,4.59,1.04,0.06,0.04,0.03,1,9.77693205,2.569468001
0.03,20.19,0.04,3.34,0.007,5.23,0.86,1.94,0.8,0.32,0.004,0.124,12.77,1.54,0.01,56.44,1.51,0.01,0.27,0.04,0,5.15348864,3.749920565
0.09,10.16,0.01,2.91,0.006,0.07,0.84,0.71,1.43,0.58,0.58,0.144,1.6,1.03,0.009,27.95,7.67,0.05,0.23,0.01,0,6.884981084,4.58431918
0,2.15,0.03,1.99,0.001,6.2,0.03,1.33,1,0.18,0.005,0.152,16.52,1.48,0.006,43.4,3.36,0.07,0.27,0.06,0,7.608750191,4.627464223
0.04,28.59,0.03,2.16,0.004,5.48,0.33,0.89,1.41,0.74,0.74,0.119,11.67,1.94,0.009,15.96,7.08,0.06,0.14,0.01,0,,2.29041112
0.03,21.68,0.03,3.04,0.007,0.67,0.72,0.55,0.19,0.72,0.72,0.089,0.16,1.12,0.004,34.97,6.83,0.01,0.25,0.03,0,4.901906856,4.103534274
0.03,8.71,0.04,3.48,0.005,3.91,0.49,1.53,1.04,0.08,0.001,0.064,13.72,1.99,0.007,32.94,5.56,0,0.03,0.08,0,5.711212506,3.953334967
0.25,19.6,0.03,2.01,0.001,5.07,0.05,1.04,1.19,0.18,0.001,0.079,8.12,1.62,0.008,43.64,7.94,0.03,0.36,0,0,7.476689512,4.195539286
0.03,8.62,0.04,0.33,0.003,4.95,0.22,1.09,0.4,0.02,0.002,0.125,7.1,1.22,0.008,33.8,6.5,0.01,0.15,0.04,0,7.033495055,3.678957092
0.07,2.34,0.03,2.39,0.001,4.98,0.55,0.88,1.45,0.58,0.58,0.067,12.79,1.17,0.007,57.83,5.78,0.04,0.26,0.01,0,,5.294159073
0.21,22.21,0.02,2.07,0.001,0.4,0.21,1.32,1.23,0.56,0.56,0.049,18.67,1.78,0.007,4.51,0.51,0.06,0.2,0,0,,5.149542443
0.04,18.93,0.01,2.22,0.002,0.97,0.18,0.46,1.43,0.43,0.003,0.08,17.54,1.47,0.005,31.61,2.01,0.02,0.25,0.06,0,8.655298873,4.588758378
0.28,19.07,0.04,1.18,0.009,4.69,0.65,0.73,0.82,0.7,0.7,0.122,2.16,1.55,0.007,40.53,2.87,0.1,0.01,0.04,0,,3.168031026
0.06,18.04,0.01,0.69,0.004,1.49,0.86,1.44,1.42,0.31,0.007,0.177,0.19,1.2,0.002,37.89,4.95,0.06,0.07,0.06,0,8.304334653,4.181254134
0.08,23.51,0.04,0.82,0.003,0.54,0.63,1.33,1.37,0.09,0.008,0.042,11.36,1.95,0.001,36.15,1.83,0.07,0.03,0.02,1,7.717076952,4.967975792
0.05,24.07,0.05,2.76,0.003,4.4,0.09,0.37,0.49,0.14,0.007,0.185,11.24,1.89,0.01,47.29,4.85,0.06,0.18,0.02,0,7.555822759,4.099168691
0.15,15.61,0.02,2.15,0.007,2.8,0.34,0.98,0.23,0.93,0.93,0.164,5.03,1.49,0.007,45.98,3.73,0.06,0.28,0.05,0,4.881729594,3.050197585
0.04,12.48,0.001,2.99,0.008,7.47,0.79,0.71,1.26,0.75,0.75,0.102,18.18,1.29,0.006,23.82,6.9,0.03,0.39,0.07,0,8.311271181,4.462045738
0.06,23.76,0.03,0.76,0.007,2.91,0.51,1.38,1.26,0.48,0.007,0.152,3.95,1.52,0.01,30.36,0.53,0.06,0.09,0.06,0,3.800431282,4.473976075
0.03,13.34,0.01,2.13,0.005,0.88,0.04,1.11,1.19,0.72,0.72,0.1,2.83,1.32,0.001,0.54,3.52,0.04,0.42,0.02,0,4.08359488,2.974870903
0.07,22.36,0.04,2.93,0.001,5.92,0.71,0.53,0.95,0.19,0.004,0.011,12.18,1.29,0.006,33.58,3.57,0.03,0.01,0.05,0,,4.575874148
0.01,11.64,0.03,2.56,0.007,6.8,0.09,1.18,0.88,0.28,0.001,0.032,3.23,1.74,0.003,30.86,7.46,0.06,0.03,0.07,0,4.865069696,3.974972302
0.05,25.9,0.01,2.56,0.001,1.81,0.11,1.96,1.32,0.85,0.85,0.192,13.28,1.37,0.002,52.71,2.96,0.09,0.32,0.09,0,9.624726886,2.615257476
0.08,21.3,0.001,0.33,0.004,2.45,0.67,1.36,0.66,0.76,0.76,0.11,9.67,1.68,0.006,36.42,4.17,0.08,0.17,0.04,0,5.188776875,3.769503907
0.03,25.13,0.03,1.05,0.001,3.58,0.7,1.89,0.7,0.77,0.77,0.172,14.48,1.13,0.004,41.01,4.23,0.02,0.47,0.05,0,7.842979001,5.109312362
0.1,12.32,0.02,3.93,0.002,3.91,0.07,1.89,0.17,0.66,0.66,0.124,16.62,1.19,0.009,59.31,3.75,0.07,0.32,0.02,0,5.916930488,3.15755952
0.03,14.3,0.02,1.92,0.006,7.51,0.28,1.86,0.45,0.36,0.003,0.185,0.96,1.44,0.003,19.55,7.29,0.07,0.02,0.01,0,5.72968912,5.100552354
0.1,25.07,0.001,3.33,0.008,0.92,0.79,0.72,0.87,0.17,0.001,0.033,18.62,1.06,0.004,45.82,0.4,0.08,0.31,0.04,0,5.678220967,5.42978174
0.03,28.82,0.03,0.7,0.002,6.29,0.41,0.13,0.82,0.48,0.008,0.088,15.94,1.86,0,27.45,2.48,0.05,0.1,0.02,1,7.38658182,3.791372588
0.01,25.24,0.02,0.48,0.003,5.54,0.21,0.03,1.27,0.82,0.82,0.041,16.88,1.29,0.009,29.14,4.72,0.05,0.2,0.07,0,7.519227463,3.275724959
0.02,4.3,0.05,3.06,0.001,5.92,0.47,1.53,1.25,0.6,0.6,0.164,11.15,1.98,0.002,6.22,6.79,0.06,0.12,0.04,0,7.446225785,5.086698562
0.1,28.24,0.04,3.57,0.008,2.58,0.65,0.25,1.16,0.98,0.98,0.191,10.96,1.05,0.007,44.03,6.19,0.03,0.17,0.07,0,7.753936118,4.833026694
0.25,24.86,0.03,0.62,0.006,5.83,0.85,1.09,0.97,0.49,0.003,0.051,3.33,1.26,0.006,21.46,5.19,0.04,0.08,0.08,0,9.159660477,5.452362325
0.24,0.38,0.001,3.34,0.004,7.88,0.27,1.74,0.36,0.21,0.007,0.187,4.2,1.88,0.002,57.4,2.3,0.06,0.22,0.06,0,7.496990927,3.837926004
0.09,8.21,0.001,3.35,0.002,4.37,0.33,1.94,0.78,0.89,0.89,0.101,12.11,1.51,0.008,56.34,7.62,0.02,0.33,0.04,0,7.542300167,4.317553512
0.04,0.28,0.02,1.71,0.003,5.17,0.86,1.96,0.84,0.37,0.006,0.007,3.65,1.35,0.01,48.75,5.48,0.1,0.15,0.01,0,7.15905299,4.291668967
0.07,23.74,0.02,2.64,0.007,6.13,0.87,1.41,0.37,0.79,0.79,0.085,5.17,1.47,0.007,26.27,1.89,0.06,0.13,0.08,0,,3.516237805
0.13,29.8,0.03,1.88,0.005,6.9,0.77,1.32,1.3,0.73,0.73,0.086,4.79,1.45,0.001,27.32,4.87,0.07,0.49,0.03,0,5.844673796,4.338056088
0.15,14.1,0.01,2.39,0.006,4.36,0.36,1.6,0.15,0.91,0.91,0.01,14.1,1.53,0.006,30.49,2.96,0.04,0.33,0,0,,3.384648505
0.09,27.54,0.001,1.19,0.009,7.14,0.38,1.24,0.14,0.51,0.51,0.032,18.58,1.42,0,38.05,1.74,0.03,0.15,0.01,0,5.258414737,3.730792788
0.07,9.72,0.05,3.29,0.006,5.25,0.06,1.17,0.9,0.51,0.51,0.13,2.85,1.31,0.01,42.85,4.23,0,0.03,0.01,1,7.420640789,5.42376733
0.05,2.97,0.01,1.35,0.007,7.41,0.23,1.44,0.17,0.99,0.99,0.096,14.55,1.77,0.008,59.74,4.17,0.08,0.18,0.03,0,7.074251444,4.878944116
0.22,6.92,0.03,1.13,0.005,7.24,0.47,0.33,0.82,0.29,0.004,0.093,1.51,1,0.004,25.81,0.45,0.03,0.3,0.05,0,8.189213851,3.709508878
0.25,0.98,0.02,1.62,0.004,4.54,0.24,1.66,0.64,0.1,0.002,0.124,12.21,1.06,0.007,24.01,3.65,0.05,0.37,0.02,0,7.744130994,5.207683455
0,8.24,0.03,1.92,0.003,1.44,0.08,1.89,0.65,0.39,0.008,0.011,13.75,1.8,0.001,32.55,5.78,0.08,0.04,0.07,0,8.289857906,4.289236735
0.08,15.18,0.03,2.54,0.004,0,0.54,0.59,0.54,0.31,0.001,0.124,17.62,1.1,0.002,23.58,7.03,0.03,0.08,0,0,8.025220021,4.134942729
0.02,8.71,0.05,2.46,0.002,7.33,0.43,0.7,0.8,0.97,0.97,0.1,18.78,1.99,0.001,27.53,5.96,0.05,0.08,0,0,8.848927372,5.992325027
0.2,16.65,0.03,2.57,0.008,1.02,0.04,1.75,0.76,0.26,0.003,0.092,13.48,1.08,0.01,41.43,2.66,0.05,0.27,0.04,0,6.438421804,3.380360394
0.29,17.82,0.01,2.9,0.001,6.81,0.03,0.11,0.21,0.61,0.61,0.059,2.41,1.91,0.01,37.64,6.56,0.1,0.06,0.05,0,,4.45939398
0,22.43,0.03,0.89,0.005,5.99,0.86,1.72,0.81,0.87,0.87,0.15,2.74,1.6,0.004,28.79,7.27,0.02,0.24,0.05,0,8.205550719,5.12952782
0.09,2.8,0.03,1.89,0.003,4.62,0.72,0.06,0.04,0.08,0.005,0.078,10.58,1.91,0.001,40.52,2.41,0.08,0.04,0.04,0,8.310373672,3.493053886
0.09,1.5,0.001,3.69,0.005,3.62,0.79,1.37,0.62,0.92,0.92,0.112,8.13,1.6,0.007,47.78,4.38,0.05,0.29,0.05,0,,3.980920352
0.02,22.13,0.03,2,0.004,5.23,0.68,0.34,0.12,0.74,0.74,0.135,12.57,1.17,0.002,1.89,2.38,0.06,0.19,0.04,0,7.833970824,4.814916877
0.04,7.34,0.01,0.47,0.005,4.57,0.23,0.77,0.68,0.05,0.008,0.092,13.92,1.76,0.004,8.3,0.34,0.06,0.34,0,0,8.142660401,4.617093489
0.07,13.72,0.04,1.28,0.007,6.69,0.17,0.57,1.33,1,1,0.065,16.76,1.17,0.004,2.43,5.45,0.08,0.48,0.08,0,5.896432475,4.280792929
0.05,2.2,0.02,2.28,0.003,6.52,0.32,1.46,0.94,0.26,0.002,0.135,7.59,1.57,0.005,47.92,5.92,0.1,0.11,0,0,,3.490172614
0.09,5.43,0.04,3.14,0.008,0.83,0.52,1.84,1.48,0.13,0.005,0.135,18.99,1.85,0.002,29.73,6.88,0,0.47,0.08,0,4.3107015,3.172375491
0.05,10.11,0.01,1.41,0.002,6.93,0.4,0.68,0.79,0.23,0.002,0.014,6.83,1.32,0.009,5.44,7.92,0.01,0.33,0.02,0,7.895769121,4.391731338
0.01,27.65,0.001,2.34,0.002,4.73,0.41,0.78,0.33,0.5,0.5,0.18,16.62,1.81,0.002,54.28,3.48,0,0.42,0.02,0,6.862995092,5.343285034
0.06,25.58,0.02,3.04,0.005,0.68,0.3,1.39,1.3,0.49,0.008,0.08,9.18,1.63,0.009,55.65,7.21,0.09,0.22,0.08,0,6.30476863,5.109934758
0.36,20.28,0.05,3.52,0.002,5.34,0.88,1.89,1.05,0.83,0.83,0.184,1.25,1.52,0.001,28.71,0.9,0.07,0.04,0.07,0,6.578680569,4.292042179
0.02,21.13,0.02,3.2,0.008,0.89,0.52,0.06,0.14,0.66,0.66,0.144,0.54,1.63,0.006,44.82,6.84,0.02,0.46,0.05,0,8.96724411,3.742255944
0.24,10.47,0.01,3.83,0.008,2.84,0.06,1.72,1.06,0.63,0.63,0.171,1.96,1.47,0.005,22.15,1.5,0.02,0.07,0.02,1,8,2.848370818
0.04,11.84,0.05,2.74,0.008,6.11,0.14,1.99,1.44,0.15,0.003,0.1,3.84,1.67,0.01,30.91,2.12,0.02,0.49,0.04,0,7.423088086,3.712681965
0.02,9.9,0.04,1.4,0.003,3.45,0.69,0.32,0.66,0.3,0.006,0.123,1.73,1.61,0.002,35.17,0.66,0.04,0.05,0.03,1,9.166758133,5.429266409
0.03,18.48,0.03,2.17,0.007,5.21,0.73,0.8,1.28,0.93,0.93,0.184,10.89,1.46,0.003,42.94,5.85,0.09,0.49,0.09,0,8.468694415,4.375598892
0.01,6.54,0.04,1.91,0.003,3.71,0.12,1.22,1.49,0.99,0.99,0.03,1.58,1.01,0.002,36.59,7.15,0,0.44,0.03,0,6.48615266,3.246794305
0.13,24.6,0.01,3.73,0.006,2.79,0.02,1.17,1.09,0.46,0.008,0.089,13.08,1.52,0.004,50.43,1.22,0.03,0.03,0.08,0,4.439095783,3.844230761
0.03,5.79,0.001,0.62,0.005,2.1,0.74,1.74,0.97,0.24,0.004,0.199,13.63,1.66,0.006,16.9,5.19,0.07,0.44,0.08,0,7.79278353,4.047380786
0.35,0.65,0.04,0.7,0.007,1.83,0.56,1.59,0.13,0.17,0,0.076,9.75,1.21,0.01,5.67,1.45,0.05,0.12,0.02,0,7.205218264,3.465331089
0.03,9.84,0.02,1.53,0.008,6.81,0.87,0.6,0.03,0.1,0.001,0.137,13.43,1.64,0.001,26.88,0.99,0,0.07,0.05,0,6.569053876,4.204699129
0.11,22.35,0.04,1.33,0.004,4.06,0.42,0.38,1.11,0.93,0.93,0.097,9.22,1.93,0.002,52.16,4.4,0.02,0.45,0.05,0,,4.164772624
0.01,25.46,0.04,1.37,0.001,5.42,0.73,1.76,0.63,0.91,0.91,0.139,6.11,1.84,0.007,31.02,5.87,0.05,0.01,0.06,0,4.29168773,4.616088554
0.18,12.12,0.04,1.81,0.001,7.02,0.63,0.29,1.43,0.75,0.75,0.166,13.05,1.66,0.006,16.39,6.81,0.08,0.49,0.07,0,,4.403876807
0.1,12.66,0.04,0.48,0.008,7.96,0.76,0.7,0.52,0.59,0.59,0.152,14.44,1.12,0.004,30.25,0.51,0.03,0.35,0.07,0,4.921093903,3.285186851
0.09,27.45,0.03,0.74,0.002,7.07,0.52,1.69,0.96,0.25,0.001,0.021,14.05,1.27,0.005,7.96,2.36,0.01,0.43,0.01,0,6.727185265,4.158248535
0,7.89,0.04,2.47,0.004,6.55,0.06,0.67,0.63,0.48,0.003,0.007,9.35,1.32,0.002,14.91,6.35,0.09,0.17,0.07,0,5.757088957,3.730185467
0.05,7.87,0.02,0.23,0.004,6.76,0.28,0.36,0.45,0.79,0.79,0.198,7.1,1.36,0.008,12.99,1.1,0,0.33,0.06,0,5.842359064,3.865295967
0.24,22.69,0.04,3.61,0.001,1.66,0.33,1.68,0.48,0.62,0.62,0.147,17.79,1.49,0.004,34.46,1.38,0.1,0.28,0.02,0,,4.940014517
0.03,7.96,0.01,1.22,0.003,3.5,0.1,1.32,0.87,0.61,0.61,0.174,12.48,1.09,0.009,24.76,2.6,0.06,0.05,0.09,0,5.654118943,3.466264458
0.02,9.63,0.02,1.95,0.003,7.16,0.15,1.04,0.58,0.5,0.5,0.106,14.85,1.82,0.005,55.86,4.25,0.03,0.24,0.01,0,7.650683237,4.043710884
